iata,name,city,country,continent,timezone
ASB,Ashgabat International Airport,Ashgabat,Turkmenistan,Asia,UTC+05:00
ASC,Ascención de Guarayos Airport,Ascención de Guarayos,Bolivia,South America,UTC−04:00
ASD,Andros Town International Airport,Andros Town,Bahamas,North America,UTC−05:00
ASE,Aspen–Pitkin County Airport,Aspen,United States,North America,UTC−07:00
ASF,Narimanovo Airport,Astrakhan,Russia,Asia,UTC+04:00
ASG,Ashburton Aerodrome,Ashburton,New Zealand,Oceania,UTC+12:00
ASH,Nashua Airport,Nashua,United States,North America,UTC−05:00
ASI,RAF Ascension Island,Ascension Island,"Saint Helena, Ascension and Tristan da Cunha",Africa,UTC+00:00
ASJ,Amami Airport,Amami,Japan,Asia,UTC+09:00
ASK,Yamoussoukro Airport,Yamoussoukro,Côte d'Ivoire,Africa,UTC+00:00
ASL,Harrison County Airport,Marshall,United States,North America,UTC−06:00
ASM,Asmara International Airport,Asmara,Eritrea,Africa,UTC+03:00
ASN,Talladega Municipal Airport,Talladega,United States,North America,UTC−06:00
ASO,Asosa Airport,Asosa,Ethiopia,Africa,UTC+03:00
ASP,Alice Springs Airport,Alice Springs,Australia,Oceania,UTC+09:30
ASQ,Austin Airport,Austin,United States,North America,UTC−08:00
ASR,Erkilet International Airport,Kayseri,Turkey,Asia,UTC+03:00
AST,Astoria Regional Airport,Astoria,United States,North America,UTC−08:00
ASU,Silvio Pettirossi International Airport,Asunción,Paraguay,South America,UTC−04:00
ASV,Amboseli Airport,Amboseli,Kenya,Africa,UTC+03:00
ASW,Aswan International Airport,Aswan,Egypt,Africa,UTC+02:00
ASX,John F. Kennedy Memorial Airport,Ashland,United States,North America,UTC−06:00
ASY,Ashley Municipal Airport,Ashley,United States,North America,UTC−06:00
ASZ,Asirim Airport,Asirim,Papua New Guinea,Oceania,UTC+10:00
ATA,Comandante FAP Germán Arias Graziani Airport,Huaraz,Peru,South America,UTC−05:00
ATB,Atbara Airport,Atbara,Sudan,Africa,UTC+03:00
ATC,Arthur's Town Airport,Arthur's Town,Bahamas,North America,UTC−05:00
ATD,Uru Harbour Airport,Atoifi,Solomon Islands,Oceania,UTC+11:00
ATE,Antlers Municipal Airport,Antlers,United States,North America,UTC−06:00
ATF,Chachoan Airport,Ambato,Ecuador,South America,UTC−05:00
ATG,PAF Base Minhas,Attock,Pakistan,Asia,UTC+05:00
ATH,Athens International Airport,Athens,Greece,Europe,UTC+02:00
ATI,Artigas International Airport,Artigas,Uruguay,South America,UTC−03:00
ATJ,Antsirabe Airport,Antsirabe,Madagascar,Africa,UTC+03:00
ATK,Atqasuk Edward Burnell Sr. Memorial Airport,Atqasuk,United States,North America,UTC−09:00
ATL,Hartsfield–Jackson Atlanta International Airport,Atlanta,United States,North America,UTC−05:00
ATM,Altamira Airport,Altamira,Brazil,South America,UTC−03:00
ATN,Namatanai Airport,Namatanai,Papua New Guinea,Oceania,UTC+10:00
ATO,Ohio University Airport,Athens,United States,North America,UTC−05:00
ATP,Aitape Airstrip,Aitape,Papua New Guinea,Oceania,UTC+10:00
ATQ,Sri Guru Ram Dass Jee International Airport,Amritsar,India,Asia,UTC+05:30
ATR,Atar International Airport,Atar,Mauritania,Africa,UTC+00:00
ATS,Artesia Municipal Airport,Artesia,United States,North America,UTC−07:00
ATT,Atmautluak Airport,Atmautluak,United States,North America,UTC−09:00
ATU,Casco Cove Coast Guard Station,Attu Island,United States,North America,UTC−10:00
ATV,Ati Airport,Ati,Chad,Africa,UTC+01:00
ATW,Appleton International Airport,Appleton,United States,North America,UTC−06:00
ATX,Atbasar Airport,Atbasar,Kazakhstan,Asia,UTC+06:00
ATY,Watertown Regional Airport,Watertown,United States,North America,UTC−06:00
ATZ,Assiut Airport,Assiut,Egypt,Africa,UTC+02:00
AUA,Queen Beatrix International Airport,Aruba,Kingdom of the Netherlands,Europe,UTC−04:00
AUC,Santiago Pérez Quiroz Airport,Arauca,Colombia,South America,UTC−05:00
AUD,Augustus Downs Airport,Augustus Downs Station,Australia,Oceania,UTC+10:00
AUE,Abu Rudeis Airport,Abou Redis,Egypt,Africa,UTC+02:00
AUF,Auxerre – Branches Aerodrome,Auxerre,France,Europe,UTC+01:00
AUG,Augusta State Airport,Augusta,United States,North America,UTC−05:00
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,Asia,UTC+04:00
AUI,Aua Island Airport,Aua Island,Papua New Guinea,Oceania,UTC+10:00
AUJ,Ambunti Airport,Ambunti,Papua New Guinea,Oceania,UTC+10:00
AUK,Alakanuk Airport,Alakanuk,United States,North America,UTC−09:00
AUL,Aur Airport,Aur Atoll,Marshall Islands,Oceania,UTC+12:00
AUM,Austin Municipal Airport,Austin,United States,North America,UTC−06:00
AUN,Auburn Municipal Airport,Auburn,United States,North America,UTC−08:00
AUO,Auburn University Regional Airport,Auburn,United States,North America,UTC−06:00
AUP,Agaun Airport,Agaun,Papua New Guinea,Oceania,UTC+10:00
AUQ,Atuona Airport,Atuona,French Polynesia,Oceania,UTC−09:30
AUR,Aurillac – Tronquières Airport,Aurillac,France,Europe,UTC+01:00
AUS,Austin–Bergstrom International Airport,Austin,United States,North America,UTC−06:00
AUT,Atauro Airport,Atauro Island,East Timor,Asia,UTC+09:00
AUU,Aurukun Airport,Aurukun,Australia,Oceania,UTC+10:00
AUV,Aumo Airport,Aumo,Papua New Guinea,Oceania,UTC+10:00
AUW,Wausau Downtown Airport,Wausau,United States,North America,UTC−06:00
AUX,Araguaína Airport,Araguaína,Brazil,South America,UTC−03:00
AUY,Anatom Airport,Anatom Island,Vanuatu,Oceania,UTC+11:00
AUZ,Aurora Municipal Airport,Aurora,United States,North America,UTC−06:00
AVA,Anshun Huangguoshu Airport,Anshun,China,Asia,UTC+08:00
AVB,Aviano Air Base,Aviano,Italy,Europe,UTC+01:00
AVG,Auvergne Airport,Auvergne Station,Australia,Oceania,UTC+09:30
AVI,Máximo Gómez Airport,Ciego de Ávila,Cuba,North America,UTC−05:00
AVK,Arvaikheer Airport,Arvaikheer,Mongolia,Asia,UTC+08:00
AVL,Asheville Regional Airport,Asheville,United States,North America,UTC−05:00
AVN,Avignon – Provence Airport,Avignon,France,Europe,UTC+01:00
AVO,Avon Park Executive Airport,Avon Park,United States,North America,UTC−05:00
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre,United States,North America,UTC−05:00
AVU,Avu Avu Airport,Avu Avu,Solomon Islands,Oceania,UTC+11:00
AVV,Avalon Airport,Avalon,Australia,Oceania,UTC+10:00
AVW,Marana Regional Airport,Tucson,United States,North America,UTC−07:00
AVX,Catalina Airport,Avalon,United States,North America,UTC−08:00
AWA,Awasa Airport,Awasa,Ethiopia,Africa,UTC+03:00
AWB,Awaba Airport,Awaba,Papua New Guinea,Oceania,UTC+10:00
AWD,Aniwa Airport,Aniwa Island,Vanuatu,Oceania,UTC+11:00
AWE,Alowe Airport,Alowe,Gabon,Africa,UTC+01:00
AWK,Wake Island Airfield,Wake Island,United States Minor Outlying Islands,Oceania,UTC+12:00
AWM,West Memphis Municipal Airport,West Memphis,United States,North America,UTC−06:00
AWN,Alton Downs Airport,Alton Downs,Australia,Oceania,UTC+09:30
AWP,Austral Downs Airport,Austral Downs,Australia,Oceania,UTC+09:30
AWR,Awar Airport,Awar,Papua New Guinea,Oceania,UTC+10:00
AWZ,Ahvaz International Airport,Ahvaz,Iran,Asia,UTC+03:30
AXA,Clayton J. Lloyd International Airport,The Valley,Anguilla,North America,UTC−04:00
AXC,Aramac Airport,Aramac,Australia,Oceania,UTC+10:00
AXD,Alexandroupoli Airport,Alexandroupoli,Greece,Europe,UTC+02:00
AXE,Xanxere Airport,Xanxerê,Brazil,South America,UTC−03:00
AXF,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,Asia,UTC+08:00
AXG,Algona Municipal Airport,Algona,United States,North America,UTC−06:00
AXJ,Amakusa Airfield,Amakusa,Japan,Asia,UTC+09:00
AXK,Ataq Airport,Ataq,Yemen,Asia,UTC+03:00
AXL,Alexandria Airport,Alexandria Station,Australia,Oceania,UTC+09:30
AXM,El Edén International Airport,Armenia,Colombia,South America,UTC−05:00
AXN,Alexandria Municipal Airport,Alexandria,United States,North America,UTC−06:00
AXP,Spring Point Airport,Spring Point,Bahamas,North America,UTC−05:00
AXR,Arutua Airport,Arutua,French Polynesia,Oceania,UTC−10:00
AXS,Altus/Quartz Mountain Regional Airport,Altus,United States,North America,UTC−06:00
AXT,Akita Airport,Akita,Japan,Asia,UTC+09:00
AXU,Axum Airport,Axum,Ethiopia,Africa,UTC+03:00
AXV,Neil Armstrong Airport,Wapakoneta,United States,North America,UTC−05:00
AXX,Angel Fire Airport,Angel Fire,United States,North America,UTC−07:00
AYA,Ayapel Airport,Ayapel,Colombia,South America,UTC−05:00
AYC,Ayacucho Airport,Ayacucho,Colombia,South America,UTC−05:00
AYD,Alroy Downs Airport,Alroy Downs,Australia,Oceania,UTC+09:30
AYG,Yaguara Airport,Yaguara,Colombia,South America,UTC−05:00
AYI,Yari Airport,Yari,Colombia,South America,UTC−05:00
AYK,Arkalyk Airport,Arkalyk,Kazakhstan,Asia,UTC+06:00
AYL,Anthony Lagoon Airport,Anthony Lagoon,Australia,Oceania,UTC+09:30
AYM,Yas Island Seaplane Base,Yas Island,United Arab Emirates,Asia,UTC+04:00
AYN,Anyang Airport,Anyang,China,Asia,UTC+08:00
AYO,Juan de Ayolas Airport,Ayolas,Paraguay,South America,UTC−04:00
AYP,Coronel FAP Alfredo Mendívil Duarte Airport,Ayacucho,Peru,South America,UTC−05:00
AYQ,Ayers Rock Airport,Yulara,Australia,Oceania,UTC+09:30
AYR,Ayr Airport,Ayr,Australia,Oceania,UTC+10:00
AYS,Waycross–Ware County Airport,Waycross,United States,North America,UTC−05:00
AYT,Antalya Airport,Antalya,Turkey,Asia,UTC+03:00
AYU,Aiyura Airport,Aiyura,Papua New Guinea,Oceania,UTC+10:00
AYW,Ayawasi Airport,Ayawasi,Indonesia,Asia,UTC+08:00
AYX,Tnte. Gral. Gerardo Pérez Pinedo Airport,Atalaya Province,Peru,South America,UTC−05:00
AYY,Arugam Bay Seaplane Base,Pottuvil,Sri Lanka,Asia,UTC+05:30
AZA,Phoenix–Mesa Gateway Airport,Phoenix,United States,North America,UTC−07:00
AZB,Amazon Bay Airport,Amazon Bay,Papua New Guinea,Oceania,UTC+10:00
AZD,Shahid Sadooghi Airport,Yazd,Iran,Asia,UTC+03:30
AZG,Pablo L. Sidar Airport,Apatzingán,Mexico,North America,UTC−06:00
AZI,Al Bateen Executive Airport,Abu Dhabi,United Arab Emirates,Asia,UTC+04:00
AZL,Fazenda Tucunaré Airport,Sapezal,Brazil,South America,UTC−04:00
AZN,Andizhan Airport,Andizhan,Uzbekistan,Asia,UTC+05:00
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,United States,North America,UTC−05:00
AZP,Jorge Jiménez Cantú National Airport,Ciudad López Mateos,Mexico,North America,UTC−06:00
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,Africa,UTC+01:00
AZS,Samaná El Catey International Airport,El Catey,Dominican Republic,North America,UTC−04:00
AZT,Zapatoca Airport,Zapatoca,Colombia,South America,UTC−05:00
AZZ,Ambriz Airport,Ambriz,Angola,Africa,UTC+01:00
BAA,Bialla Airport,Bialla,Papua New Guinea,Oceania,UTC+10:00
BAB,Beale Air Force Base,Marysville,United States,North America,UTC−08:00
BAC,Barranca de Upia Airport,Barranca de Upía,Colombia,South America,UTC−05:00
BAD,Barksdale Air Force Base,Bossier City,United States,North America,UTC−06:00
BAE,Barcelonnette – Saint-Pons Airport,Barcelonnette,France,Europe,UTC+01:00
BAF,Westfield-Barnes Regional Airport,Westfield,United States,North America,UTC−05:00
BAG,Loakan Airport,Baguio,Philippines,Asia,UTC+08:00
BAH,Bahrain International Airport,Manama,Bahrain,Asia,UTC+03:00
BAI,Buenos Aires Airport,Buenos Aires,Costa Rica,North America,UTC−06:00
BAJ,Bali Airport,Bali,Papua New Guinea,Oceania,UTC+10:00
BAL,Batman Airport,Batman,Turkey,Asia,UTC+03:00
BAM,Battle Mountain Airport,Battle Mountain,United States,North America,UTC−08:00
BAN,Basongo Airport,Basongo,Democratic Republic of the Congo,Africa,UTC+02:00
BAP,Baibara Airport,Baibara,Papua New Guinea,Oceania,UTC+10:00
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,South America,UTC−05:00
BAR,Qionghai Bo'ao Airport,Qionghai,China,Asia,UTC+08:00
BAS,Balalae Airport,Balalae Island,Solomon Islands,Oceania,UTC+11:00
BAT,Chafei Amsei Airport,Barretos,Brazil,South America,UTC−03:00
BAV,Baotou Airport,Baotou,China,Asia,UTC+08:00
BAW,Biawonque Airport,Biawonque,Gabon,Africa,UTC+01:00
BAX,Barnaul Airport,Barnaul,Russia,Asia,UTC+07:00
BAY,Baia Mare Airport,Baia Mare,Romania,Europe,UTC+02:00
BAZ,Barcelos Airport,Barcelos,Brazil,South America,UTC−04:00
BBA,Balmaceda Airport,Balmaceda,Chile,South America,UTC−04:00
BBB,Benson Municipal Airport,Benson,United States,North America,UTC−06:00
BBC,Bay City Municipal Airport,Bay City,United States,North America,UTC−06:00
BBD,Curtis Field,Brady,United States,North America,UTC−06:00
BBG,Butaritari Atoll Airport,Butaritari Atoll,Kiribati,Oceania,UTC+12:00
BBH,Stralsund–Barth Airport,Stralsund,Germany,Europe,UTC+01:00
BBI,Biju Patnaik International Airport,Bhubaneswar,India,Asia,UTC+05:30
BBJ,Bitburg Airport,Bitburg,Germany,Europe,UTC+01:00
BBK,Kasane Airport,Kasane,Botswana,Africa,UTC+02:00
BBL,Ballera Airport,Ballera gas plant,Australia,Oceania,UTC+10:00
BBM,Battambang Airport,Battambang,Cambodia,Asia,UTC+07:00
BBN,Bario Airport,Bario,Malaysia,Asia,UTC+08:00
BBO,Berbera Airport,Berbera,Somalia,Africa,UTC+03:00
BBP,Bembridge Airport,Bembridge,England,Europe,UTC±00:00
BBQ,Barbuda Codrington Airport,Barbuda,Antigua and Barbuda,North America,UTC−04:00
BBR,Baillif Airport,Basse-Terre,Guadeloupe,Oceania,UTC−04:00
BBS,Blackbushe Airport,Yateley,England,Europe,UTC±00:00
BBT,Berbérati Airport,Berbérati,Central African Republic,Africa,UTC+01:00
BBU,Aurel Vlaicu International Airport,Bucharest,Romania,Europe,UTC+02:00
BBV,Nero-Mer Airport,Grand-Béréby,Ivory Coast,Africa,UTC±00:00
BBW,Broken Bow Municipal Airport,Broken Bow,United States,North America,UTC−06:00
BBX,Wings Field,Philadelphia,United States,North America,UTC−05:00
BBY,Bambari Airport,Bambari,Central African Republic,Africa,UTC+01:00
BBZ,Zambezi Airport,Zambezi,Zambia,Africa,UTC+02:00
BCA,Gustavo Rizo Airport,Baracoa,Cuba,North America,UTC−05:00
BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,United States,North America,UTC−05:00
BCC,Bear Creek 3 Airport,Bear Creek,United States,North America,UTC−09:00
BCD,Bacolod–Silay International Airport,Bacolod,Philippines,Asia,UTC+08:00
BCE,Bryce Canyon Airport,Bryce Canyon,United States,North America,UTC−07:00
BCF,Bouca Airport,Bouca,Central African Republic,Africa,UTC+01:00
BCG,Bemichi Airport,Kumaka,Guyana,South America,UTC−04:00
BCH,Baucau Airport,Baucau,East Timor,Asia,UTC+09:00
BCI,Barcaldine Airport,Barcaldine,Australia,Oceania,UTC+10:00
BCK,Bolwarra Airport,Bolwarra,Australia,Oceania,UTC+10:00
BCL,Barra del Colorado Airport,Barra del Colorado,Costa Rica,North America,UTC−06:00
BCM,Bacău International Airport,Bacău,Romania,Europe,UTC+02:00
BCN,Barcelona–El Prat Airport,Barcelona,Spain,Europe,UTC+01:00
BCO,Baco Airport,Jinka,Ethiopia,Africa,UTC+03:00
BCP,Bambu Airport,Bambu,Papua New Guinea,Oceania,UTC+10:00
BCQ,Brak Airport,Brak,Libya,Africa,UTC+02:00
BCR,Novo Campo Airport,Boca do Acre,Brazil,South America,UTC−05:00
BCS,Southern Seaplane Airport,Belle Chasse,United States,North America,UTC−06:00
BCT,Boca Raton Airport,Boca Raton,United States,North America,UTC−05:00
BCU,Bauchi State Airport,Bauchi,Nigeria,Africa,UTC+01:00
BCV,Hector Silva Airstrip,Belmopan,Belize,North America,UTC−06:00
BCW,Benguerra Island Airport,Benguerra Island,Mozambique,Africa,UTC+02:00
BCX,Beloretsk Airport,Beloretsk,Russia,Asia,UTC+05:00
BCY,Bulchi Airport,Bulchi,Ethiopia,Africa,UTC+03:00
BCZ,Bickerton Island Airport,Bickerton Island,Australia,Oceania,UTC+09:30
BDA,L.F. Wade International Airport,Hamilton,Bermuda,North America,UTC−04:00
BDB,Bundaberg Airport,Bundaberg,Australia,Oceania,UTC+10:00
BDC,Barra do Corda Airport,Barra do Corda,Brazil,South America,UTC−03:00
BDD,Badu Island Airport,Badu Island,Australia,Oceania,UTC+10:00
BDE,Baudette International Airport,Baudette,United States,North America,UTC−06:00
BDF,Rinkenberger RLA Airport,Bradford,United States,North America,UTC−06:00
BDG,Blanding Municipal Airport,Blanding,United States,North America,UTC−07:00
BDH,Bandar Lengeh Airport,Bandar Lengeh,Iran,Asia,UTC+03:30
BDI,Bird Island Airport,Bird Island,Seychelles,Africa,UTC+04:00
BDJ,Syamsudin Noor Airport,Banjarmasin,Indonesia,Asia,UTC+08:00
BDK,Soko Airport,Bondoukou,Ivory Coast,Africa,UTC±00:00
BDL,Bradley International Airport,Windsor Locks,United States,North America,UTC−05:00
BDM,Bandırma Airport,Bandırma,Turkey,Asia,UTC+03:00
BDN,Talhar Airport,Badin,Pakistan,Asia,UTC+05:00
BDO,Husein Sastranegara International Airport,Bandung,Indonesia,Asia,UTC+07:00
BDP,Bhadrapur Airport,Bhadrapur,Nepal,Asia,UTC+05:45
BDQ,Vadodara Airport,Vadodara,India,Asia,UTC+05:30
BDR,Igor I. Sikorsky Memorial Airport,Bridgeport,United States,North America,UTC−05:00
BDS,Brindisi – Salento Airport,Brindisi,Italy,Europe,UTC+01:00
BDT,Gbadolite Airport,Gbadolite,Democratic Republic of the Congo,Africa,UTC+01:00
BDU,Bardufoss Airport,Bardufoss,Norway,Europe,UTC+01:00
BDV,Moba Airport,Moba,Democratic Republic of the Congo,Africa,UTC+02:00
BDW,Bedford Downs Airport,Bedford Downs,Australia,Oceania,UTC+08:00
BDX,Broadus Airport,Broadus,United States,North America,UTC−07:00
BDY,Bandon State Airport,Bandon,United States,North America,UTC−08:00
BDZ,Baindoung Airport,Baindoung,Papua New Guinea,Oceania,UTC+10:00
BEA,Bereina Airport,Bereina,Papua New Guinea,Oceania,UTC+10:00
BEB,Benbecula Airport,Benbecula,Scotland,Europe,UTC±00:00
BEC,Beech Factory Airport,Wichita,United States,North America,UTC−06:00
BED,Laurence G. Hanscom Field,Bedford,United States,North America,UTC−05:00
BEE,Beagle Bay Airport,Beagle Bay,Australia,Oceania,UTC+08:00
BEF,Bluefields Airport,Bluefields,Nicaragua,North America,UTC−06:00
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,Europe,UTC+01:00
BEH,Southwest Michigan Regional Airport,Benton Harbor,United States,North America,UTC−05:00
BEI,Beica Airport,Beica,Ethiopia,Africa,UTC+03:00
BEJ,Kalimarau Airport,Tanjung Redeb,Indonesia,Asia,UTC+08:00
BEK,Bareilly Airport,Bareilly,India,Asia,UTC+05:30
BEL,Val de Cans International Airport,Belém,Brazil,South America,UTC−03:00
BEM,Beni Mellal Airport,Beni Mellal,Morocco,Africa,UTC+00:00
BEN,Benina International Airport,Benghazi,Libya,Africa,UTC+02:00
BEO,Lake Macquarie Airport,Newcastle,Australia,Oceania,UTC+10:00
BEP,Bellary Airport,Bellary,India,Asia,UTC+05:30
BEQ,RAF Honington,Bury St Edmunds,England,Europe,UTC±00:00
BER,Berlin Brandenburg Airport,Berlin,Germany,Europe,UTC+01:00
BES,Brest Bretagne Airport,Brest,France,Europe,UTC+01:00
BET,Bethel Airport,Bethel,United States,North America,UTC−09:00
BEU,Bedourie Airport,Bedourie,Australia,Oceania,UTC+10:00
BEV,Beersheba Airport,Beersheba,Israel,Asia,UTC+02:00
BEW,Beira Airport,Beira,Mozambique,Africa,UTC+02:00
BEX,RAF Benson,Benson,England,Europe,UTC±00:00
BEY,Beirut–Rafic Hariri International Airport,Beirut,Lebanon,Asia,UTC+02:00
BEZ,Beru Island Airport,Beru Island,Kiribati,Oceania,UTC+12:00
BFA,Bahía Negra Airport,Bahía Negra,Paraguay,South America,UTC−04:00
BFC,Bloomfield Airport,Bloomfield,Australia,Oceania,UTC+10:00
BFD,Bradford Regional Airport,Bradford,United States,North America,UTC−05:00
BFE,Bielefeld Airport,Bielefeld,Germany,Europe,UTC+01:00
BFF,Western Nebraska Regional Airport,Scottsbluff,United States,North America,UTC−07:00
BFG,Bullfrog Basin Airport,Glen Canyon,United States,North America,UTC−07:00
BFH,Bacacheri Airport,Curitiba,Brazil,South America,UTC−03:00
BFI,Boeing Field/King County International Airport,Seattle,United States,North America,UTC−08:00
BFJ,Bijie Feixiong Airport,Bijie,China,Asia,UTC+08:00
BFK,Buckley Space Force Base,Aurora,United States,North America,UTC−07:00
BFL,Meadows Field Airport,Bakersfield,United States,North America,UTC−08:00
BFM,Mobile Downtown Airport,Mobile,United States,North America,UTC−06:00
BFN,Bloemfontein Airport,Bloemfontein,South Africa,Africa,UTC+02:00
BFO,Buffalo Range Airport,Chiredzi,Zimbabwe,Africa,UTC+02:00
BFP,Beaver County Airport,Beaver Falls,United States,North America,UTC−05:00
BFQ,Bahía Piña Airport,Puerto Piña,Panama,North America,UTC−05:00
